EV	ER	Voc. Overlap	ENTR	S1	S2	IE_S1	ER_S1	IE_S2	ER_S2	SR/S1/ER	SR/S1/ENTR	SR/S2/ER	SR/S2/ENTR	dialogue_count	mname	history_length	num_samples	weight	topk
0.13	0.32	0.27	0.89	Human 1	Human 2	0.71	0.27	0.29	0.38	0.41	1.19	0.39	1.17	20	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.33	0.27	0.89	Human 1	Human 2	0.68	0.19	0.33	0.41	0.24	0.00	0.67	1.54	21	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.26	0.26	1.33	Human 1	Human 2	0.70	0.12	0.30	0.35	0.23	0.00	0.48	0.90	22	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.11	0.28	0.27	0.24	Human 1	Human 2	0.79	0.20	0.21	0.35	0.36	1.14	0.51	1.19	23	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.11	0.19	0.25	0.44	Human 1	Human 2	0.53	0.22	0.47	0.18	0.19	0.81	0.58	1.50	24	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.11	0.23	0.24	0.86	Human 1	Human 2	0.63	0.20	0.37	0.26	0.36	1.43	0.48	1.16	25	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.29	0.34	0.91	Human 1	Human 2	0.82	0.14	0.18	0.37	0.18	0.00	0.51	1.44	26	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.23	0.23	0.53	Human 1	Human 2	0.75	0.16	0.25	0.26	0.18	0.62	0.43	0.66	27	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.35	0.26	0.72	Human 1	Human 2	0.71	0.18	0.29	0.53	0.28	0.51	0.58	1.02	28	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.34	0.29	0.56	Human 1	Human 2	0.74	0.24	0.26	0.45	0.44	0.85	0.51	0.86	29	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.30	0.26	0.17	Human 1	Human 2	0.85	0.16	0.15	0.37	0.24	0.59	0.51	1.54	30	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.16	0.35	0.37	0.97	Human 1	Human 2	0.87	0.17	0.13	0.53	0.37	0.77	0.51	0.91	31	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.31	0.40	1.57	Human 1	Human 2	0.96	0.05	0.04	0.51	0.23	0.54	0.57	2.04	32	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.30	0.32	0.74	Human 1	Human 2	0.81	0.14	0.19	0.49	0.33	0.77	0.47	1.12	33	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.17	0.35	0.36	0.88	Human 1	Human 2	0.84	0.20	0.16	0.50	0.34	0.49	0.36	0.00	34	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.25	0.29	0.63	Human 1	Human 2	0.67	0.21	0.33	0.27	0.27	0.36	0.44	1.25	35	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.09	0.19	0.17	0.39	Human 1	Human 2	0.69	0.15	0.31	0.22	0.25	0.89	0.34	0.54	36	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.16	0.38	0.35	0.93	Human 1	Human 2	0.76	0.20	0.24	0.55	0.36	0.62	0.64	1.17	37	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.17	0.34	0.34	0.74	Human 1	Human 2	0.75	0.16	0.25	0.51	0.31	0.59	0.49	1.02	38	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.15	0.19	0.54	Human 1	Human 2	0.63	0.10	0.38	0.22	0.00	0.00	0.00	0.00	39	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.32	0.21	0.81	Human 1	Human 2	0.81	0.23	0.19	0.36	0.38	0.88	0.48	0.83	40	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.39	0.31	0.73	Human 1	Human 2	0.71	0.20	0.29	0.58	0.28	0.74	0.62	1.53	41	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.32	0.27	0.33	Human 1	Human 2	0.84	0.18	0.16	0.47	0.32	0.76	0.38	1.06	42	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.31	0.28	1.09	Human 1	Human 2	0.77	0.19	0.23	0.41	0.36	1.01	0.49	1.09	43	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.08	0.23	0.19	0.48	Human 1	Human 2	0.60	0.22	0.40	0.23	0.17	0.72	0.55	1.87	44	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.08	0.19	0.20	0.35	Human 1	Human 2	0.50	0.34	0.50	0.15	0.16	0.00	0.58	1.74	45	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.18	0.32	0.32	0.92	Human 1	Human 2	0.86	0.10	0.14	0.55	0.26	0.33	0.49	1.06	46	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.10	0.25	0.22	0.59	Human 1	Human 2	0.65	0.21	0.35	0.27	0.25	0.95	0.52	1.66	47	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.32	0.26	0.70	Human 1	Human 2	0.65	0.18	0.35	0.40	0.27	0.40	0.57	1.13	48	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.34	0.33	0.61	Human 1	Human 2	0.68	0.27	0.32	0.40	0.34	0.64	0.53	1.20	49	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.16	0.31	0.30	0.58	Human 1	Human 2	0.63	0.26	0.38	0.35	0.26	0.61	0.41	0.87	50	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.17	0.36	0.38	0.82	Human 1	Human 2	0.76	0.19	0.24	0.52	0.33	0.44	0.53	0.76	51	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.28	0.29	0.85	Human 1	Human 2	0.78	0.19	0.22	0.34	0.43	0.66	0.38	0.95	52	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.31	0.26	0.71	Human 1	Human 2	0.92	0.14	0.08	0.41	0.41	1.24	0.53	1.23	53	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.34	0.31	0.79	Human 1	Human 2	0.68	0.24	0.33	0.41	0.32	0.30	0.48	0.93	54	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.10	0.22	0.22	0.81	Human 1	Human 2	0.88	0.16	0.13	0.26	0.36	1.07	0.36	1.06	55	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.28	0.27	0.69	Human 1	Human 2	0.86	0.14	0.14	0.38	0.29	0.40	0.42	0.83	56	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.32	0.32	0.75	Human 1	Human 2	0.72	0.19	0.28	0.44	0.30	0.41	0.47	0.91	57	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.25	0.25	0.92	Human 1	Human 2	0.63	0.22	0.38	0.27	0.30	1.15	0.51	1.25	58	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.33	0.31	1.07	Human 1	Human 2	0.84	0.14	0.16	0.52	0.42	0.82	0.52	0.90	59	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.35	0.32	0.77	Human 1	Human 2	0.75	0.21	0.25	0.48	0.34	0.96	0.47	1.02	60	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.33	0.31	0.49	Human 1	Human 2	0.87	0.21	0.13	0.45	0.41	0.91	0.43	0.74	61	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.17	0.40	0.35	0.84	Human 1	Human 2	0.58	0.31	0.42	0.47	0.27	0.62	0.57	1.01	62	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.35	0.35	0.83	Human 1	Human 2	0.78	0.18	0.22	0.54	0.37	0.56	0.49	1.58	63	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.35	0.30	0.71	Human 1	Human 2	0.83	0.18	0.17	0.46	0.28	0.00	0.52	1.13	64	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.28	0.28	0.90	Human 1	Human 2	0.87	0.15	0.13	0.39	0.28	0.75	0.37	0.72	65	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.33	0.35	0.87	Human 1	Human 2	0.84	0.16	0.16	0.46	0.35	0.46	0.59	1.12	66	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.33	0.31	0.92	Human 1	Human 2	0.71	0.21	0.29	0.43	0.26	0.61	0.56	1.68	67	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.11	0.34	0.29	0.83	Human 1	Human 2	0.93	0.11	0.07	0.62	0.37	0.97	0.71	1.92	68	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.29	0.32	0.73	Human 1	Human 2	0.68	0.22	0.32	0.36	0.41	0.96	0.51	1.01	69	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.28	0.30	0.97	Human 1	Human 2	0.75	0.14	0.25	0.36	0.29	0.00	0.53	1.39	70	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.28	0.28	0.62	Human 1	Human 2	0.52	0.25	0.48	0.30	0.23	0.50	0.43	1.12	71	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.32	0.27	0.42	Human 1	Human 2	0.76	0.21	0.24	0.45	0.38	0.69	0.55	0.80	72	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.26	0.27	0.84	Human 1	Human 2	0.70	0.14	0.30	0.36	0.21	0.43	0.50	0.93	73	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.09	0.19	0.21	0.58	Human 1	Human 2	0.71	0.20	0.29	0.18	0.17	0.86	0.50	0.88	74	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.10	0.27	0.24	0.84	Human 1	Human 2	0.74	0.17	0.26	0.32	0.29	0.76	0.70	1.99	75	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.27	0.26	0.15	Human 1	Human 2	0.69	0.22	0.31	0.30	0.17	0.72	0.38	0.77	76	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.28	0.26	1.11	Human 1	Human 2	0.74	0.17	0.26	0.32	0.31	0.00	0.54	0.96	77	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.39	0.32	0.51	Human 1	Human 2	0.72	0.26	0.28	0.51	0.40	0.51	0.53	0.63	78	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.11	0.29	0.27	0.62	Human 1	Human 2	0.69	0.24	0.31	0.31	0.27	0.49	0.51	1.05	79	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.10	0.21	0.18	0.66	Human 1	Human 2	0.67	0.18	0.33	0.22	0.21	0.52	0.36	0.98	80	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.34	0.33	1.08	Human 1	Human 2	0.83	0.19	0.17	0.45	0.32	0.34	0.43	0.86	81	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.29	0.27	0.66	Human 1	Human 2	0.68	0.19	0.32	0.38	0.37	0.69	0.49	0.91	82	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.29	0.26	0.89	Human 1	Human 2	0.79	0.14	0.21	0.42	0.18	0.00	0.48	1.06	84	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.12	0.22	0.26	0.46	Human 1	Human 2	0.75	0.15	0.25	0.27	0.17	0.00	0.59	1.56	85	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.36	0.39	1.08	Human 1	Human 2	0.83	0.22	0.17	0.50	0.44	1.08	0.47	1.12	86	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.16	0.36	0.36	0.61	Human 1	Human 2	0.60	0.26	0.40	0.45	0.34	0.64	0.39	0.66	87	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.32	0.31	0.68	Human 1	Human 2	0.67	0.26	0.33	0.37	0.33	0.52	0.48	1.17	88	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.10	0.18	0.18	0.60	Human 1	Human 2	0.74	0.15	0.26	0.19	0.27	0.47	0.51	1.18	89	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.38	0.31	0.82	Human 1	Human 2	0.81	0.21	0.19	0.58	0.45	1.05	0.58	1.36	90	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.37	0.30	0.32	Human 1	Human 2	0.76	0.20	0.24	0.53	0.40	0.83	0.55	1.31	91	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.33	0.33	0.85	Human 1	Human 2	0.76	0.20	0.24	0.47	0.41	0.83	0.51	0.88	92	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.15	0.34	0.34	0.66	Human 1	Human 2	0.79	0.17	0.21	0.49	0.24	0.38	0.50	1.09	93	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.11	0.27	0.26	0.32	Human 1	Human 2	0.83	0.15	0.17	0.39	0.37	1.04	0.66	1.91	94	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.13	0.27	0.32	0.69	Human 1	Human 2	0.79	0.17	0.21	0.33	0.23	0.00	0.54	1.57	95	microsoft/Phi-3.5-mini-instruct	6	10	5500	20
0.14	0.30	0.29	1.34	Human 1	Human 2	0.72	0.08	0.28	0.40	0.22	0.59	0.49	0.60	0	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.27	0.25	0.32	Human 1	Human 2	0.67	0.15	0.33	0.32	0.08	0.00	0.47	0.88	1	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.30	0.30	0.75	Human 1	Human 2	0.75	0.22	0.25	0.35	0.32	0.43	0.45	0.45	2	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.08	0.25	0.19	0.83	Human 1	Human 2	0.55	0.15	0.45	0.34	0.30	0.64	0.58	1.79	3	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.24	0.31	0.50	Human 1	Human 2	0.79	0.09	0.21	0.35	0.17	0.00	0.32	1.30	4	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.36	0.31	0.73	Human 1	Human 2	0.79	0.19	0.21	0.49	0.23	0.00	0.52	1.52	5	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.27	0.21	0.37	Human 1	Human 2	0.58	0.26	0.42	0.28	0.24	0.59	0.56	1.15	6	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.25	0.25	0.74	Human 1	Human 2	0.71	0.16	0.29	0.33	0.30	0.85	0.45	1.26	7	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.30	0.23	0.53	Human 1	Human 2	0.76	0.21	0.24	0.38	0.38	0.59	0.44	0.61	8	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.36	0.29	0.79	Human 1	Human 2	0.71	0.20	0.29	0.58	0.38	1.01	0.57	1.03	9	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.24	0.30	0.98	Human 1	Human 2	0.78	0.14	0.22	0.30	0.26	0.40	0.39	0.63	10	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.18	0.39	0.40	0.76	Human 1	Human 2	0.77	0.24	0.23	0.54	0.39	0.40	0.46	0.80	11	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.31	0.34	0.90	Human 1	Human 2	0.67	0.20	0.33	0.39	0.37	0.98	0.43	0.97	12	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.30	0.32	1.00	Human 1	Human 2	0.76	0.12	0.24	0.45	0.36	0.50	0.44	0.86	13	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.17	0.37	0.38	0.60	Human 1	Human 2	0.69	0.29	0.31	0.44	0.38	1.05	0.53	0.92	14	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.31	0.31	0.65	Human 1	Human 2	0.82	0.10	0.18	0.46	0.21	0.00	0.50	0.19	15	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.28	0.23	0.87	Human 1	Human 2	0.64	0.21	0.36	0.31	0.27	0.76	0.59	1.89	16	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.33	0.25	0.64	Human 1	Human 2	0.85	0.18	0.15	0.39	0.25	0.00	0.52	1.23	17	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.34	0.31	1.10	Human 1	Human 2	0.76	0.17	0.24	0.45	0.31	0.87	0.54	1.80	18	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.34	0.35	0.78	Human 1	Human 2	0.69	0.21	0.31	0.43	0.34	0.35	0.45	0.77	19	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.34	0.31	0.82	Human 1	Human 2	0.66	0.23	0.34	0.44	0.41	1.19	0.49	0.97	20	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.35	0.32	0.91	Human 1	Human 2	0.68	0.20	0.32	0.47	0.24	0.00	0.62	1.66	21	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.30	0.30	1.01	Human 1	Human 2	0.81	0.13	0.19	0.39	0.23	0.00	0.48	0.97	22	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.27	0.31	0.66	Human 1	Human 2	0.67	0.23	0.33	0.30	0.36	1.14	0.26	0.54	23	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.21	0.23	0.65	Human 1	Human 2	0.58	0.25	0.42	0.19	0.19	0.81	0.51	1.56	24	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.28	0.23	1.04	Human 1	Human 2	0.62	0.26	0.38	0.29	0.36	1.43	0.47	1.48	25	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.28	0.26	0.48	Human 1	Human 2	0.73	0.17	0.27	0.33	0.18	0.00	0.57	1.73	26	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.22	0.26	0.41	Human 1	Human 2	0.82	0.12	0.18	0.28	0.18	0.62	0.51	1.33	27	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.34	0.28	0.47	Human 1	Human 2	0.79	0.18	0.21	0.51	0.28	0.51	0.62	1.40	28	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.40	0.34	0.91	Human 1	Human 2	0.78	0.24	0.22	0.58	0.44	0.85	0.57	1.19	29	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.28	0.28	0.39	Human 1	Human 2	0.68	0.21	0.32	0.32	0.24	0.59	0.50	1.22	30	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.36	0.35	0.90	Human 1	Human 2	0.87	0.12	0.13	0.61	0.37	0.77	0.52	1.09	31	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.17	0.35	0.41	0.98	Human 1	Human 2	0.94	0.10	0.06	0.50	0.23	0.54	0.57	1.25	32	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.34	0.33	0.58	Human 1	Human 2	0.73	0.22	0.27	0.48	0.33	0.77	0.41	1.15	33	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.33	0.32	0.76	Human 1	Human 2	0.80	0.22	0.20	0.43	0.34	0.49	0.42	1.16	34	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.31	0.28	0.73	Human 1	Human 2	0.60	0.27	0.40	0.33	0.27	0.36	0.43	0.68	35	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.09	0.21	0.20	0.24	Human 1	Human 2	0.69	0.17	0.31	0.24	0.25	0.89	0.46	1.05	36	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.18	0.36	0.41	0.90	Human 1	Human 2	0.80	0.16	0.20	0.53	0.36	0.62	0.45	0.78	37	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.29	0.32	0.87	Human 1	Human 2	0.86	0.11	0.14	0.46	0.31	0.59	0.45	0.59	38	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.17	0.23	0.50	Human 1	Human 2	0.56	0.12	0.44	0.25	0.00	0.00	0.00	0.00	39	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.28	0.22	0.86	Human 1	Human 2	0.68	0.21	0.32	0.31	0.38	0.88	0.45	0.54	40	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.28	0.25	0.95	Human 1	Human 2	0.74	0.13	0.26	0.44	0.28	0.74	0.45	1.07	41	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.28	0.26	0.70	Human 1	Human 2	0.68	0.20	0.33	0.38	0.32	0.76	0.41	1.07	42	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.29	0.25	0.56	Human 1	Human 2	0.79	0.20	0.21	0.36	0.36	1.01	0.43	1.32	43	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.28	0.24	0.39	Human 1	Human 2	0.57	0.28	0.43	0.28	0.17	0.72	0.61	1.53	44	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.17	0.23	1.01	Human 1	Human 2	0.61	0.17	0.39	0.17	0.16	0.00	0.61	1.44	45	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.19	0.34	0.36	0.84	Human 1	Human 2	0.94	0.06	0.06	0.63	0.26	0.33	0.49	0.96	46	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.26	0.30	0.52	Human 1	Human 2	0.79	0.15	0.21	0.32	0.25	0.95	0.68	1.83	47	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.37	0.33	0.67	Human 1	Human 2	0.71	0.22	0.29	0.45	0.27	0.40	0.61	1.69	48	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.29	0.29	0.38	Human 1	Human 2	0.72	0.20	0.28	0.36	0.34	0.64	0.48	1.24	49	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.33	0.34	0.61	Human 1	Human 2	0.59	0.23	0.41	0.42	0.26	0.61	0.53	1.08	50	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.43	0.44	0.94	Human 1	Human 2	0.84	0.18	0.16	0.66	0.33	0.44	0.58	1.03	51	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.30	0.27	0.76	Human 1	Human 2	0.67	0.25	0.33	0.33	0.43	0.66	0.46	1.23	52	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.36	0.36	0.87	Human 1	Human 2	0.88	0.16	0.12	0.49	0.41	1.24	0.58	1.22	53	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.19	0.41	0.43	1.13	Human 1	Human 2	0.70	0.25	0.30	0.54	0.32	0.30	0.56	1.17	54	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.10	0.26	0.25	0.44	Human 1	Human 2	0.80	0.25	0.20	0.26	0.36	1.07	0.45	1.24	55	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.26	0.29	1.18	Human 1	Human 2	0.76	0.10	0.24	0.37	0.29	0.40	0.48	1.63	56	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.36	0.33	0.75	Human 1	Human 2	0.73	0.20	0.27	0.50	0.30	0.41	0.54	0.79	57	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.30	0.29	0.96	Human 1	Human 2	0.59	0.29	0.41	0.31	0.30	1.15	0.52	1.31	58	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.33	0.29	0.59	Human 1	Human 2	0.78	0.14	0.22	0.50	0.42	0.82	0.66	1.45	59	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.18	0.40	0.41	1.14	Human 1	Human 2	0.81	0.20	0.19	0.57	0.34	0.96	0.50	0.99	60	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.30	0.25	0.75	Human 1	Human 2	0.74	0.23	0.26	0.38	0.41	0.91	0.52	1.24	61	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.32	0.34	0.81	Human 1	Human 2	0.57	0.30	0.43	0.34	0.27	0.62	0.55	1.45	62	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.37	0.33	0.78	Human 1	Human 2	0.80	0.18	0.20	0.55	0.37	0.56	0.48	1.30	63	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.32	0.29	0.82	Human 1	Human 2	0.81	0.20	0.19	0.40	0.28	0.00	0.50	1.08	64	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.28	0.29	0.83	Human 1	Human 2	0.77	0.16	0.23	0.38	0.28	0.75	0.44	1.21	65	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.35	0.34	0.95	Human 1	Human 2	0.86	0.16	0.14	0.51	0.35	0.46	0.58	1.03	66	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.26	0.27	0.77	Human 1	Human 2	0.52	0.25	0.48	0.28	0.26	0.61	0.45	0.99	67	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.16	0.36	0.34	1.00	Human 1	Human 2	0.87	0.11	0.13	0.58	0.37	0.97	0.53	0.76	68	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.32	0.32	0.84	Human 1	Human 2	0.74	0.20	0.26	0.43	0.41	0.96	0.55	0.81	69	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.26	0.27	0.60	Human 1	Human 2	0.74	0.16	0.26	0.34	0.29	0.00	0.61	1.64	70	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.29	0.32	0.91	Human 1	Human 2	0.50	0.23	0.50	0.32	0.23	0.50	0.48	1.43	71	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.36	0.33	0.84	Human 1	Human 2	0.85	0.19	0.15	0.60	0.38	0.69	0.45	0.60	72	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.29	0.27	0.79	Human 1	Human 2	0.80	0.12	0.20	0.41	0.21	0.43	0.42	1.09	73	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.04	0.10	0.10	0.00	Human 1	Human 2	0.78	0.09	0.22	0.10	0.17	0.86	0.54	1.67	74	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.13	0.27	0.24	0.95	Human 1	Human 2	0.79	0.15	0.21	0.33	0.29	0.76	0.55	1.54	75	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.15	0.28	0.26	0.53	Human 1	Human 2	0.74	0.16	0.26	0.36	0.17	0.72	0.40	0.89	76	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.12	0.26	0.22	0.86	Human 1	Human 2	0.65	0.22	0.35	0.27	0.31	0.00	0.49	0.37	77	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.14	0.36	0.31	0.76	Human 1	Human 2	0.73	0.26	0.27	0.46	0.40	0.51	0.49	0.61	78	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
0.11	0.28	0.26	0.84	Human 1	Human 2	0.71	0.25	0.29	0.29	0.27	0.49	0.49	1.23	79	microsoft/Phi-3.5-mini-instruct	6	10	5750	20
